Age,Potential,Value,ShortPassing,Balance,Strength,Interceptions,SlidingTackle,BMI,Work Rate_NUM
22,73,1500000,58,83,44,65,68,22.99,8
30,65,450000,56,53,73,62,67,23.55,6
21,81,3900000,70,51,79,70,73,24.05,2
20,81,3200000,63,73,60,65,67,23.04,2
27,69,1100000,56,63,75,69,65,21.5,8
24,73,1700000,53,58,62,65,67,23.3,6
22,69,700000,55,68,57,55,55,23.15,8
25,72,1300000,59,68,75,65,67,22.47,8
24,71,1200000,62,53,79,64,64,22.71,8
22,70,850000,62,54,67,61,56,19.39,8
32,72,1500000,62,32,86,70,69,23.77,3
25,70,950000,58,38,81,62,63,21.93,2
27,69,1100000,67,53,70,60,70,20.65,0
18,82,1700000,62,53,73,54,71,22.02,8
29,67,850000,54,46,71,67,70,23.77,8
35,68,325000,56,62,74,67,70,21.6,8
30,72,1900000,67,54,90,65,67,22.99,6
28,69,1200000,72,65,83,59,68,24.31,5
28,67,800000,58,56,76,65,64,23.74,8
21,82,9000000,70,45,84,75,71,24.4,6
18,83,2000000,68,62,60,63,65,21.13,8
22,74,1500000,60,63,71,60,62,21.91,8
35,70,425000,63,66,66,70,72,24.3,6
22,77,3000000,63,54,57,70,72,22.21,8
19,76,1400000,53,58,68,63,63,22.21,2
30,67,825000,63,61,80,67,62,23.29,6
23,74,1800000,67,61,75,66,63,22.63,5
25,73,1900000,74,51,82,68,69,23.63,8
21,74,1500000,57,64,73,62,67,25.0,8
23,78,3500000,58,62,80,70,71,22.55,8
31,64,400000,60,37,92,63,58,22.75,8
22,73,1000000,61,64,68,56,62,22.45,2
29,68,950000,63,66,86,65,64,24.05,8
23,67,475000,58,69,70,53,58,20.52,2
20,71,375000,59,84,62,50,59,21.38,8
31,71,1300000,63,42,92,65,69,24.12,6
25,69,1100000,67,37,78,67,63,22.44,6
28,75,3100000,66,56,81,75,69,23.12,8
29,65,600000,67,34,91,65,55,22.79,8
35,68,325000,63,58,75,69,63,24.54,8
30,73,2500000,51,49,86,77,71,22.63,8
22,77,2900000,72,61,75,70,65,23.55,3
28,69,1000000,65,49,89,61,62,23.27,8
26,65,475000,59,71,69,56,61,22.46,5
23,64,300000,52,65,67,53,51,21.2,6
23,69,700000,58,66,66,59,63,19.93,2
28,70,1300000,67,52,80,69,69,22.92,2
22,69,475000,61,59,73,58,56,20.94,6
27,68,900000,62,58,86,62,62,21.75,8
23,70,925000,55,65,55,55,66,24.66,8
24,77,3000000,67,39,77,67,67,23.77,8
26,68,925000,58,56,72,67,65,21.79,6
23,78,2900000,65,66,78,69,69,24.54,8
26,63,300000,58,70,66,62,62,23.94,8
22,67,475000,61,74,71,50,57,21.1,8
23,67,550000,59,71,68,62,65,23.62,8
22,71,1100000,58,77,58,59,59,22.66,2
25,78,4000000,66,65,72,74,75,24.31,6
31,73,2100000,54,76,68,74,77,22.4,3
22,76,2600000,59,55,80,67,69,20.65,6
29,62,325000,61,66,67,63,61,21.2,8
24,73,1900000,69,43,69,72,68,20.83,8
33,65,350000,53,33,91,62,60,23.89,6
19,80,1200000,56,73,60,53,57,21.56,2
28,60,220000,58,71,62,55,58,23.25,2
22,79,2900000,57,49,74,68,74,23.63,8
21,77,1400000,57,77,56,60,61,23.32,2
34,67,325000,67,58,76,64,69,24.62,2
24,81,4900000,75,60,81,70,69,22.35,8
19,80,1600000,59,47,80,62,62,24.67,8
26,71,1400000,63,34,82,65,64,21.48,3
26,67,775000,55,70,77,62,63,21.6,3
29,64,525000,52,74,60,61,64,23.18,8
26,68,925000,64,61,78,66,64,22.5,8
18,77,925000,69,60,69,55,61,21.93,6
24,73,1600000,65,48,72,69,69,22.68,8
31,72,2100000,58,35,94,71,68,26.04,6
29,68,950000,64,37,75,65,65,24.38,8
24,69,450000,59,66,69,62,62,23.15,8
18,75,550000,59,53,69,59,57,21.7,8
34,75,1800000,64,34,89,73,72,23.33,6
20,64,300000,59,68,74,53,58,21.68,6
20,70,475000,53,78,55,55,57,24.68,8
22,74,1800000,66,70,63,68,65,22.6,8
21,75,1100000,64,48,76,58,57,22.35,8
29,72,1700000,69,53,80,71,76,21.97,8
28,62,350000,62,65,63,61,61,23.15,8
20,75,1100000,55,75,50,64,61,20.43,8
24,76,2500000,59,55,83,68,67,22.99,8
31,67,700000,66,61,79,68,64,25.18,8
18,80,1600000,61,61,68,63,64,21.56,8
28,74,2400000,64,34,92,71,72,23.87,8
24,68,675000,54,58,65,68,66,23.59,0
28,69,1200000,63,56,82,66,66,21.22,8
32,64,250000,54,60,74,61,62,24.69,8
23,70,900000,51,54,73,62,63,22.21,8
29,63,400000,63,63,74,55,65,24.11,8
22,73,1300000,51,67,65,59,65,23.67,2
24,72,1200000,64,53,74,66,63,21.88,8
21,70,700000,52,70,68,57,59,24.38,2
24,69,1100000,62,55,73,62,61,23.89,5
22,74,1800000,55,65,77,66,66,23.96,5
21,73,1500000,59,45,72,60,62,22.69,6
25,67,700000,63,51,82,60,63,24.36,8
31,73,2100000,68,68,69,72,74,22.34,8
22,78,3500000,61,53,77,69,71,22.99,3
21,74,1000000,65,83,65,61,62,24.22,8
21,77,1700000,69,50,85,63,65,22.48,6
33,71,900000,62,39,91,66,69,23.6,6
18,82,1400000,57,64,54,57,62,19.71,2
23,82,14500000,71,35,92,76,73,23.82,6
21,70,475000,61,74,44,55,57,22.22,2
24,68,775000,64,48,71,63,59,23.24,6
27,70,1200000,62,54,82,61,66,22.5,8
21,77,2500000,65,61,75,64,67,21.22,8
24,63,170000,55,67,65,58,57,23.04,6
25,67,550000,52,71,60,61,63,23.89,8
26,67,675000,54,53,90,61,62,25.5,3
20,74,900000,56,78,74,63,63,22.79,8
21,74,1500000,56,66,72,64,65,23.15,2
29,69,1200000,63,31,86,68,70,24.14,5
29,71,1500000,67,43,89,69,66,22.16,6
33,66,400000,64,43,77,68,60,23.3,8
30,75,4600000,45,48,80,76,78,22.88,6
29,68,950000,67,56,76,67,65,22.45,8
24,76,2100000,64,67,75,63,67,21.68,6
22,68,625000,50,62,79,60,60,25.88,8
20,76,1500000,59,67,68,62,72,22.84,8
27,79,11000000,68,32,91,77,74,22.28,0
22,74,1500000,54,66,72,66,65,24.49,8
31,71,1300000,52,44,76,72,72,22.82,8
22,70,700000,58,79,50,58,54,23.3,8
20,77,1100000,60,56,73,62,68,23.37,8
21,75,2300000,59,65,79,66,67,24.42,6
25,68,625000,57,75,71,62,62,23.67,8
21,70,925000,62,68,68,66,64,24.07,6
25,73,1900000,69,55,72,69,66,22.07,8
21,73,850000,57,77,47,57,61,21.22,8
35,71,500000,68,36,77,71,71,21.56,8
25,72,1300000,60,50,74,63,64,21.05,8
27,70,1400000,54,33,92,62,64,23.93,2
20,77,1300000,55,61,63,60,60,22.4,2
25,82,10500000,65,59,80,81,74,21.56,6
30,71,1500000,60,49,77,70,71,22.71,5
26,72,1300000,63,63,73,67,65,22.92,8
31,64,400000,58,56,83,60,64,23.16,5
27,75,3200000,69,53,82,71,71,21.79,3
27,69,1300000,67,73,61,63,66,22.02,3
31,69,950000,57,53,81,60,67,22.64,8
28,65,625000,54,66,90,62,63,25.71,8
22,67,500000,56,64,61,55,57,21.37,8
22,75,1500000,55,60,68,64,66,22.55,6
29,68,1000000,63,34,84,63,67,22.35,8
26,76,3500000,60,53,83,72,71,21.46,8
31,71,1300000,54,37,87,70,72,22.82,5
22,69,475000,54,64,65,56,54,24.52,8
20,77,1600000,65,69,73,57,63,24.07,8
24,84,27000000,78,60,79,81,84,23.41,6
26,66,775000,63,62,58,62,67,22.64,8
25,74,1800000,64,48,75,72,67,19.81,8
21,72,850000,65,71,56,57,59,23.53,0
24,67,425000,53,64,58,62,65,22.89,6
21,71,850000,45,78,58,59,57,22.86,8
21,73,525000,53,78,64,54,58,25.25,8
23,74,1200000,60,55,81,59,62,22.59,8
20,72,675000,50,82,52,56,56,23.88,8
35,68,325000,54,66,78,70,70,23.92,3
29,70,1300000,58,65,84,70,69,24.78,6
37,65,130000,67,59,72,64,63,22.4,8
22,77,2500000,62,64,74,73,62,24.7,5
19,79,1300000,67,55,67,62,62,22.94,8
31,74,2900000,67,38,75,78,73,22.71,5
24,71,1200000,53,67,69,66,66,25.36,6
23,74,1900000,68,61,76,66,70,23.12,8
26,75,2300000,58,34,89,70,69,23.87,8
35,66,230000,54,63,81,64,67,24.62,3
29,66,550000,52,71,84,63,60,26.88,8
25,68,400000,49,58,72,56,66,24.42,2
29,75,4700000,59,58,81,79,78,23.36,8
19,78,1600000,58,63,76,64,63,21.91,6
29,66,725000,64,34,84,63,64,22.82,6
22,72,1300000,58,72,62,59,56,21.46,6
22,78,2100000,73,66,66,65,69,23.33,5
31,69,950000,57,44,81,66,65,22.69,5
26,69,1000000,51,51,83,63,63,20.56,6
28,60,220000,56,63,71,57,57,23.63,8
21,77,1700000,60,62,52,58,62,23.29,8
19,77,1100000,64,67,61,64,63,20.52,8
22,74,1500000,64,58,74,66,63,21.91,8
28,69,1200000,67,53,78,71,68,24.31,8
33,67,475000,58,59,91,63,62,27.77,6
28,69,1200000,58,45,86,66,67,22.42,6
21,74,1800000,53,64,74,58,59,22.4,0
25,70,950000,57,53,90,62,60,22.48,8
32,68,775000,53,43,87,69,66,23.77,8
32,60,160000,56,54,70,59,60,22.64,8
32,72,1500000,67,50,77,73,72,22.99,6
32,66,550000,61,59,77,67,64,23.04,8
31,65,500000,58,63,76,67,66,23.04,8
26,75,2300000,64,52,73,80,72,22.79,8
24,68,675000,62,63,74,61,62,23.63,0
19,79,1600000,60,80,76,64,64,22.89,8
29,69,1200000,61,66,68,69,73,21.5,8
33,72,1100000,67,48,81,70,68,22.55,5
25,67,725000,56,69,73,60,61,24.49,2
28,68,1000000,56,32,92,66,62,22.4,8
22,69,775000,48,69,73,59,58,24.38,2
33,76,3600000,69,46,85,76,76,22.55,6
27,64,425000,48,57,74,58,63,22.64,8
20,75,1500000,40,67,65,59,71,23.81,3
31,71,1300000,65,57,90,72,72,21.93,3
28,65,475000,59,62,75,61,62,20.45,8
18,78,800000,55,70,63,57,60,22.23,8
20,77,1600000,54,71,50,59,65,19.54,2
24,76,2500000,64,53,75,66,66,23.16,6
35,66,200000,40,52,74,66,64,23.74,5
30,63,400000,61,46,68,61,64,23.2,8
19,70,475000,55,60,60,51,52,22.72,2
29,62,230000,54,61,72,67,68,22.84,6
23,73,1200000,59,71,53,63,64,22.28,8
20,75,925000,52,46,57,58,61,23.04,2
25,69,900000,54,64,78,61,62,24.54,8
29,69,1200000,64,44,77,73,69,19.46,8
27,57,90000,59,66,71,57,56,23.67,8
23,73,1600000,59,71,39,68,56,21.68,8
20,84,3000000,63,43,87,64,63,24.38,8
24,69,750000,62,55,79,57,62,23.03,8
22,77,1800000,67,68,71,65,67,23.15,8
29,64,525000,60,48,81,61,60,22.55,6
26,75,2700000,62,59,77,72,71,22.84,3
24,64,550000,59,50,76,60,60,20.56,7
25,72,1200000,62,59,88,65,65,25.7,6
22,74,1800000,60,56,69,65,67,19.32,6
28,70,1300000,62,43,85,72,60,23.41,6
21,82,3900000,64,63,76,73,77,24.19,8
22,71,525000,55,65,47,55,54,23.39,2
18,81,975000,58,72,44,58,55,21.97,8
24,75,2200000,63,53,77,64,68,22.02,3
20,74,1200000,64,62,71,63,60,23.77,8
19,74,500000,49,77,59,54,52,22.53,8
19,75,750000,52,68,58,55,62,21.88,8
37,73,550000,60,60,67,81,74,21.91,5
24,68,675000,56,73,59,57,61,25.51,8
29,71,1600000,64,55,78,71,66,20.56,6
24,70,900000,49,49,85,64,62,23.33,8
19,75,550000,63,64,67,56,62,22.28,5
31,63,350000,56,74,60,61,60,21.55,2
28,66,675000,52,54,84,62,64,24.9,8
24,67,550000,49,59,69,59,59,23.77,8
28,70,1200000,65,58,75,66,68,22.96,6
18,77,550000,56,74,61,57,52,24.39,0
23,80,3900000,66,44,85,67,72,22.2,6
20,73,1000000,60,64,56,59,60,22.72,6
21,79,2500000,63,57,73,71,70,22.79,8
26,67,575000,61,52,83,62,66,21.93,8
31,64,400000,56,53,80,58,64,23.33,8
31,70,1100000,60,35,90,62,68,21.16,8
27,66,800000,62,50,82,64,63,25.13,3
28,61,300000,58,71,61,56,57,22.28,6
30,67,825000,67,61,73,69,70,22.94,8
22,77,2700000,62,53,82,68,66,24.86,5
21,80,2000000,64,78,58,64,63,22.46,8
31,72,1600000,71,48,91,75,65,22.55,3
29,66,725000,60,68,66,65,68,22.04,8
33,63,230000,60,51,75,65,59,23.41,3
29,67,850000,60,58,76,71,67,23.2,8
24,76,2300000,72,59,77,69,69,22.09,3
19,77,1100000,53,64,56,63,68,21.74,2
25,70,1200000,59,53,84,62,62,23.74,6
22,78,2900000,61,64,84,67,66,24.15,8
21,80,3900000,64,37,84,68,72,21.13,8
23,80,7500000,70,36,90,74,73,20.28,8
23,74,1900000,62,48,75,69,66,20.35,8
29,74,3500000,61,34,85,77,71,23.87,5
35,66,230000,59,60,83,64,60,24.59,3
20,72,550000,59,64,61,64,58,22.99,6
23,77,2500000,57,59,87,67,66,21.88,8
21,75,2100000,65,60,71,71,64,21.5,5
20,73,575000,52,69,70,52,56,23.62,8
31,73,2100000,63,38,85,73,68,23.52,3
27,71,1500000,70,55,75,65,65,20.81,7
33,74,2000000,67,32,71,79,76,21.3,8
25,74,1800000,62,57,84,66,68,24.54,8
20,73,825000,52,68,72,58,60,23.55,8
22,71,1000000,60,60,75,65,65,21.66,8
30,68,1000000,59,44,85,67,66,24.21,8
27,69,1200000,68,46,84,73,62,23.45,8
24,73,1600000,62,56,72,67,65,23.45,8
30,65,575000,59,64,72,65,61,23.59,8
22,67,475000,46,60,77,57,61,24.54,8
26,70,1500000,69,53,75,68,71,21.05,5
24,79,4400000,66,55,82,69,70,23.27,5
24,73,1600000,60,53,84,70,69,26.28,0
29,66,725000,52,62,83,62,60,24.02,2
22,70,850000,58,47,81,62,63,22.63,6
22,71,850000,51,79,58,52,62,22.2,8
23,65,350000,56,63,72,49,58,23.2,8
20,74,925000,53,75,57,62,63,22.86,8
39,69,140000,56,71,86,69,64,25.95,5
39,68,120000,57,30,93,65,66,25.44,5
21,69,475000,54,74,58,54,59,20.99,8
25,74,1800000,58,54,76,70,65,22.07,6
22,75,1500000,61,60,74,65,66,23.81,8
24,68,675000,60,62,76,57,60,22.59,8
20,70,675000,56,77,57,55,55,21.88,8
34,72,950000,57,32,84,72,73,23.48,6
30,65,575000,59,70,66,62,66,24.62,8
21,78,1700000,56,65,67,64,65,23.2,8
23,67,625000,60,50,75,62,63,20.72,8
34,67,325000,62,66,81,64,66,22.4,0
22,71,1100000,66,54,83,61,60,21.38,8
31,73,2100000,63,41,80,77,73,22.63,8
22,71,450000,45,73,60,65,63,24.21,2
33,64,275000,52,54,90,62,63,23.67,8
21,76,1100000,68,50,76,58,59,21.33,8
27,72,1700000,66,49,80,70,71,25.2,6
24,79,7000000,69,59,76,77,77,22.96,8
27,73,2000000,65,52,79,68,69,22.59,3
25,68,650000,55,42,62,57,57,20.68,8
27,73,2000000,71,60,72,72,72,22.88,5
19,73,825000,53,69,51,62,58,21.6,8
21,75,1200000,61,63,64,63,62,22.02,8
25,78,5500000,68,47,75,75,73,21.66,5
19,72,800000,63,72,74,62,61,23.94,3
23,70,925000,52,66,69,58,63,23.08,2
24,76,2600000,66,60,65,69,70,21.68,3
28,72,1800000,69,73,76,71,73,21.91,6
24,76,3000000,65,55,79,71,70,23.52,8
25,67,800000,64,70,84,61,66,19.81,6
30,68,1000000,57,45,78,71,64,23.27,8
23,76,2600000,58,48,86,68,68,23.55,5
19,81,1900000,58,68,58,64,66,22.53,2
24,78,3500000,67,30,77,72,74,19.84,6
25,71,1300000,51,67,82,65,64,24.02,8
20,80,1600000,58,72,75,64,62,22.34,8
22,72,1300000,64,56,68,58,68,23.08,8
27,77,4800000,64,44,86,73,73,21.56,8
23,73,1500000,68,37,81,65,68,21.66,8
25,72,1500000,64,60,76,66,66,21.5,6
21,72,700000,57,78,58,54,56,24.03,0
19,73,550000,53,67,66,56,57,22.41,8
25,79,5500000,59,69,91,71,72,23.63,6
22,71,1000000,60,56,83,63,64,20.13,2
36,76,1000000,54,62,74,77,78,24.19,6
28,76,4200000,58,50,85,73,74,22.79,6
32,66,550000,62,61,83,62,65,24.78,3
25,65,475000,52,56,69,59,61,22.09,8
21,70,850000,55,76,59,59,59,20.75,8
25,69,1000000,63,59,67,66,64,21.5,8
20,75,550000,64,64,57,54,62,21.8,8
24,78,2900000,69,52,76,72,66,24.15,8
20,74,1000000,58,71,53,62,63,22.2,8
34,75,1800000,64,35,83,75,73,22.35,5
32,80,8500000,65,28,81,86,80,22.96,5
32,73,2300000,60,53,79,73,71,23.55,6
29,69,1100000,52,71,84,66,70,23.29,8
24,71,1100000,58,59,81,66,63,24.33,8
30,69,775000,51,33,90,66,67,23.87,6
27,76,4500000,65,40,91,75,75,24.38,6
26,70,1400000,55,60,77,63,70,22.16,8
22,78,2100000,64,61,70,66,67,22.55,8
23,68,675000,55,48,82,57,60,23.37,6
22,71,850000,49,62,65,54,57,21.78,0
21,70,525000,54,59,65,59,55,22.15,2
20,76,2100000,61,52,76,65,66,19.19,8
29,75,4700000,60,51,82,74,77,23.16,6
20,72,550000,53,64,73,58,59,22.94,8
33,69,675000,65,40,84,68,64,24.41,8
25,67,600000,63,46,73,60,65,23.08,8
29,63,400000,57,49,73,61,62,24.25,5
33,71,900000,55,63,78,71,70,21.5,6
19,72,550000,54,62,68,51,57,19.24,7
25,77,2900000,58,38,87,64,71,22.62,8
26,71,1500000,62,62,74,66,68,21.22,8
25,72,1600000,65,48,81,63,69,23.85,5
32,68,775000,63,52,82,68,67,25.15,3
22,71,1000000,58,58,74,60,60,23.37,8
23,81,4900000,70,55,77,80,71,20.4,8
28,63,425000,60,50,77,57,62,23.29,8
23,78,3400000,61,51,80,76,72,21.79,8
20,81,2700000,63,55,66,70,72,23.37,8
30,71,1500000,55,48,78,75,73,22.55,8
22,76,2300000,67,65,73,74,70,22.21,8
19,77,900000,57,84,46,51,60,24.49,6
20,74,750000,51,65,67,54,55,22.15,8
23,71,475000,49,61,73,53,65,22.55,8
32,68,775000,61,34,90,68,60,23.96,8
24,75,2200000,61,43,86,64,63,23.33,8
19,76,1100000,61,62,68,55,61,23.72,0
24,64,475000,54,71,69,59,60,22.09,8
29,68,1000000,47,57,70,75,69,24.07,8
27,72,1700000,63,31,91,70,67,22.39,8
19,86,2500000,57,70,74,65,67,23.15,5
29,67,850000,65,40,84,64,64,23.45,8
22,74,1800000,64,31,86,64,62,22.35,8
23,71,850000,57,74,45,57,60,24.22,2
25,71,1000000,58,55,70,66,64,22.4,6
24,69,950000,63,65,65,61,65,20.45,8
27,73,2000000,64,54,78,71,69,22.16,8
29,68,1000000,56,64,74,68,70,23.65,8
28,68,975000,55,57,83,67,65,23.41,6
22,65,350000,52,72,53,58,57,23.24,8
21,75,1500000,54,53,74,62,64,23.12,8
21,73,550000,54,70,71,60,60,21.33,2
32,65,475000,60,47,84,63,64,23.62,8
32,68,775000,61,44,83,69,69,24.84,8
30,72,1900000,58,34,87,70,71,23.69,8
28,73,2200000,66,63,76,73,72,22.79,5
29,66,725000,56,61,80,63,65,21.5,8
29,70,1300000,61,53,78,72,65,23.87,8
21,72,850000,58,62,70,59,58,23.81,8
22,74,1500000,66,66,72,61,65,21.86,8
25,72,1300000,57,52,82,66,66,19.52,8
21,72,1200000,65,55,80,59,59,24.65,6
23,73,1600000,64,56,71,66,69,21.22,6
27,74,2500000,64,53,83,70,70,23.96,6
25,69,900000,51,67,82,68,62,23.89,8
20,77,825000,46,82,40,54,61,22.84,2
21,72,1000000,52,61,55,60,63,23.25,8
19,73,800000,58,61,73,62,56,22.59,8
19,75,550000,52,72,65,58,60,24.49,8
30,70,1300000,55,52,79,68,69,24.05,3
23,70,900000,60,59,80,62,61,23.16,8
28,66,725000,54,44,87,65,65,22.01,8
19,71,675000,57,61,59,56,49,20.99,8
26,68,925000,63,58,81,65,63,23.92,8
22,73,1500000,59,68,64,64,64,22.22,8
30,67,825000,58,74,70,65,68,23.27,8
35,66,230000,60,71,65,67,64,22.78,5
26,67,675000,56,30,89,60,58,24.21,8
29,63,400000,62,53,84,59,60,24.67,8
23,70,850000,60,61,75,63,59,23.37,8
23,75,2100000,68,41,74,66,72,21.84,6
28,60,220000,68,71,57,57,59,22.41,6
20,82,3800000,65,50,78,71,70,21.75,6
19,85,4200000,66,60,85,73,69,24.1,8
26,73,1800000,66,56,77,73,70,22.99,8
20,70,475000,48,50,83,55,59,25.5,3
24,70,850000,55,62,85,60,61,23.36,5
24,73,1600000,64,46,81,67,64,23.12,3
28,66,675000,58,62,84,61,63,22.89,8
29,70,1300000,66,50,84,67,70,22.31,8
24,66,525000,58,55,70,62,60,21.91,6
28,65,550000,61,61,75,61,62,21.91,3
30,65,575000,60,51,75,62,65,20.75,3
34,71,600000,64,60,78,76,70,22.84,8
26,66,650000,55,55,82,62,62,22.63,5
33,67,475000,65,33,91,64,61,24.18,6
30,63,400000,52,60,85,53,62,25.7,6
33,68,575000,52,54,77,63,70,23.04,8
30,67,825000,63,59,73,67,66,22.84,6
20,72,375000,52,80,55,60,58,20.29,5
20,76,750000,47,81,49,60,60,22.46,8
20,68,425000,49,81,41,48,54,22.15,2
25,71,1300000,62,67,73,69,70,22.69,6
23,71,850000,55,55,69,60,59,22.99,8
23,73,1500000,58,41,80,64,64,23.03,8
26,70,1200000,60,40,74,66,67,23.82,6
27,75,3200000,55,55,84,75,73,24.12,5
21,77,1700000,66,41,77,61,62,22.96,8
24,73,1600000,62,55,80,64,63,22.4,6
32,74,2700000,72,31,92,76,71,24.71,3
28,72,1800000,56,32,89,70,69,21.66,6
21,72,1000000,58,54,56,56,60,21.6,2
27,68,1000000,62,60,76,66,67,22.02,8
28,65,625000,56,50,74,62,65,20.6,6
25,71,1100000,61,61,65,67,68,22.31,6
27,69,1200000,65,48,81,66,66,23.08,8
32,75,3600000,68,44,80,76,78,20.07,5
21,70,525000,52,72,55,54,54,23.66,2
26,66,500000,54,46,75,59,64,24.52,5
20,72,825000,65,66,66,59,55,21.85,8
25,62,275000,51,82,60,50,52,21.38,8
26,71,1500000,65,48,86,66,67,24.49,6
22,70,525000,59,74,49,54,54,22.28,2
21,81,2800000,52,51,67,70,70,22.79,3
28,65,625000,62,47,71,60,63,25.42,6
28,70,1200000,56,32,91,68,69,24.4,5
24,69,500000,55,46,78,59,58,21.73,6
34,73,1000000,50,56,81,76,73,22.07,5
29,65,600000,65,33,75,66,64,21.56,8
30,69,1100000,67,34,83,65,69,22.55,6
23,76,1500000,62,68,72,64,64,22.69,8
25,69,800000,55,59,57,57,72,22.15,2
20,70,825000,62,46,75,64,61,21.0,5
32,62,250000,59,42,74,61,60,23.2,8
30,70,1300000,68,52,79,68,69,23.67,5
19,80,1600000,62,63,66,66,68,22.5,6
28,72,1800000,69,41,81,73,70,23.85,6
34,68,400000,55,32,93,61,63,25.17,8
28,70,1300000,69,52,77,69,70,22.63,8
18,77,425000,50,73,50,51,51,18.31,2
30,66,700000,56,41,81,62,62,24.05,8
20,76,2100000,62,63,59,70,66,21.2,3
32,71,1200000,54,63,74,75,67,21.8,6
20,74,925000,53,71,59,60,63,23.18,8
18,74,500000,61,57,66,54,62,22.63,6
30,62,350000,58,66,66,58,60,21.6,8
22,74,1500000,64,67,63,61,65,22.22,8
24,77,3000000,54,61,89,66,68,22.4,6
22,72,1400000,56,57,85,65,66,24.18,8
22,77,2500000,63,54,66,70,70,22.68,6
21,76,2100000,61,55,80,65,68,22.96,2
21,69,775000,54,72,47,60,69,21.97,8
23,71,1300000,51,43,84,68,68,21.61,8
21,76,1500000,61,53,76,61,65,22.63,6
21,71,525000,48,70,74,56,57,21.16,8
23,67,475000,68,63,60,51,60,22.26,8
28,70,1200000,55,33,91,68,66,23.69,6
21,66,375000,58,77,58,53,61,20.02,8
28,63,375000,59,54,82,59,59,23.59,8
25,64,400000,42,65,65,60,55,22.53,8
28,67,875000,59,58,84,60,61,24.9,6
22,69,700000,50,62,75,56,57,20.65,2
33,64,275000,51,48,80,63,64,24.84,8
24,76,2500000,69,65,73,72,64,21.04,3
23,66,425000,52,67,71,56,58,18.99,8
22,67,350000,45,75,49,54,54,19.82,2
25,73,1400000,56,58,77,69,61,20.99,8
20,74,925000,57,53,66,59,56,22.1,8
29,69,1200000,64,46,80,67,66,22.2,8
18,80,650000,51,61,58,55,62,22.94,2
32,63,300000,56,54,83,64,64,22.96,8
21,70,525000,45,62,57,57,62,22.4,8
23,71,1000000,65,49,87,63,61,21.84,8
23,73,1600000,61,52,80,60,62,22.07,5
19,69,325000,52,75,69,53,54,23.72,8
25,70,1200000,59,42,82,65,65,21.52,2
21,70,1600000,48,29,77,72,64,22.58,8
20,78,2100000,66,59,74,70,66,24.28,8
35,66,200000,61,50,82,64,62,22.28,8
29,67,850000,63,43,85,63,64,24.69,6
25,77,3100000,64,52,83,70,73,22.16,3
30,68,1000000,64,51,77,66,64,21.88,8
26,66,550000,57,39,73,62,62,23.63,8
22,72,700000,60,63,67,58,65,22.64,6
25,65,275000,55,54,67,54,59,23.48,8
20,69,425000,55,71,57,49,55,21.63,8
23,74,1500000,56,58,70,65,64,23.12,8
24,72,1200000,63,54,83,65,65,24.81,6
34,63,90000,56,52,81,59,58,23.8,8
21,72,1300000,55,43,74,62,64,22.79,5
30,68,1000000,60,37,89,70,67,24.31,5
27,70,1400000,57,48,83,65,67,23.77,8
22,71,1100000,56,57,68,68,61,21.91,5
34,70,525000,54,59,78,72,71,23.89,6
26,63,425000,60,47,87,61,61,22.48,8
35,65,190000,60,59,79,63,62,22.84,8
21,65,350000,51,71,58,52,54,22.02,2
27,74,2500000,68,32,84,74,70,21.3,8
28,69,1000000,66,53,76,68,68,21.45,5
21,74,1500000,61,60,77,63,63,23.77,8
20,76,1100000,55,61,70,58,67,22.55,8
24,63,325000,43,63,81,59,59,23.29,3
21,71,1100000,60,57,73,63,63,20.37,8
19,80,1600000,49,65,62,64,63,22.74,8
28,72,2000000,61,42,90,70,71,24.7,6
19,79,1900000,61,65,71,63,68,21.97,5
29,69,1200000,68,53,82,65,74,25.42,8
24,71,1100000,62,67,76,59,63,20.37,8
22,75,1200000,56,58,69,64,64,24.34,6
33,61,160000,64,54,71,62,58,23.85,8
31,67,700000,58,34,85,67,68,21.48,6
27,63,400000,57,54,80,59,61,20.28,8
26,73,2000000,59,37,85,71,69,23.3,8
29,67,850000,56,49,84,65,67,24.05,8
22,70,1000000,62,62,62,64,62,18.96,8
22,75,900000,49,59,64,63,66,21.45,8
25,73,1400000,60,48,69,68,68,22.31,8
31,63,325000,55,52,80,62,62,23.2,8
19,73,500000,46,67,58,55,53,23.15,2
30,75,4600000,67,43,89,76,75,23.62,8
28,67,725000,56,59,78,65,63,23.12,8
21,74,575000,57,68,60,53,56,22.98,6
21,78,2000000,50,69,80,66,63,24.19,6
26,70,1200000,58,39,80,69,65,21.9,2
25,68,850000,64,55,82,62,63,24.36,8
27,70,1300000,68,60,81,63,69,24.76,8
22,71,1000000,50,55,79,62,64,24.33,8
23,71,1000000,58,50,80,63,63,21.0,6
24,75,2200000,65,39,91,68,63,24.72,8
26,72,1700000,60,51,81,69,67,24.86,6
21,73,850000,52,66,53,59,58,25.06,2
26,64,450000,52,65,72,58,61,23.59,6
27,67,675000,60,59,74,63,63,21.93,5
23,73,1200000,59,55,73,62,62,21.73,8
20,76,900000,54,63,64,64,63,21.97,8
30,69,1100000,64,44,83,69,67,23.63,8
25,73,1700000,42,61,84,72,66,24.1,5
28,70,1300000,53,63,87,67,71,22.69,8
18,79,1300000,70,59,63,66,64,20.22,3
23,72,1400000,52,36,89,64,64,22.16,3
